frame,cell_count,timestamp,density,density_per_1000px,growth_rate,per_capita_growth_rate,avg_speed,avg_direction
0,10,0.08287596702575684,1.0850694444444445e-05,0.010850694444444444,0.0,0.0,0.0,0.0
1,17,0.1674964427947998,1.8446180555555556e-05,0.018446180555555556,82.72229547734163,4.866017381020096,6.074661621202343,27.453562504098073
2,17,0.22294163703918457,1.8446180555555556e-05,0.018446180555555556,49.97655742002254,2.9397974952954433,8.32049360039162,16.318789089165573
3,19,0.2799701690673828,2.0616319444444445e-05,0.020616319444444444,17.78193064532198,0.9358910865958938,7.212403793898761,2.63121719219358
4,23,0.33530092239379883,2.4956597222222224e-05,0.024956597222222224,53.40012604266353,2.321744610550588,7.458633814588467,10.416211470243217
5,23,0.39394497871398926,2.4956597222222224e-05,0.024956597222222224,35.09547427543432,1.5258901858884486,8.661826762835373,-6.46216923951734
6,24,0.44922733306884766,2.604166666666667e-05,0.026041666666666668,8.777595941754806,0.3657331642397836,9.194982249419343,-10.320369883016879
7,25,0.5069098472595215,2.712673611111111e-05,0.02712673611111111,17.704619371941014,0.7081847748776405,9.476753712886065,-18.540840301174377
8,27,0.5599489212036133,2.9296875e-05,0.029296875,27.09498708010336,1.0035180400038282,8.589086216777456,-12.904187552140407
9,27,0.6158347129821777,2.9296875e-05,0.029296875,18.36128038103243,0.6800474215197196,10.031838029988485,-1.6435345117378688
10,27,0.6714205741882324,2.9296875e-05,0.029296875,0.0,0.0,8.610691673337715,-4.931464949228244
11,27,0.727461576461792,2.9296875e-05,0.029296875,0.0,0.0,10.406828170072297,18.886555576264037
12,28,0.7815136909484863,3.0381944444444444e-05,0.030381944444444444,9.08321999982675,0.3244007142795268,8.565368122629428,7.225226486266515
13,28,0.8395733833312988,3.0381944444444444e-05,0.030381944444444444,8.919667142319414,0.3185595407971219,12.26197253140988,-24.19013360838637
14,29,0.8960425853729248,3.146701388888889e-05,0.03146701388888889,8.731421053398533,0.3010834845999494,13.963017646886666,11.377750627913825
15,29,0.9494619369506836,3.146701388888889e-05,0.03146701388888889,9.100128876603906,0.3137975474691002,12.905047241133914,35.153097555902754
16,29,1.0055789947509766,3.146701388888889e-05,0.03146701388888889,0.0,0.0,10.077895353618043,15.841433862817457
17,32,1.0594327449798584,3.472222222222222e-05,0.034722222222222224,27.279966872700548,0.8524989647718921,9.871102437087329,-7.990143271918207
18,32,1.1190824508666992,3.472222222222222e-05,0.034722222222222224,26.430913230882982,0.8259660384650932,12.2195912719917,6.131477364693593
19,32,1.1734418869018555,3.472222222222222e-05,0.034722222222222224,0.0,0.0,14.026073778769607,12.792989190183137
20,33,1.2276268005371094,3.580729166666667e-05,0.035807291666666664,9.212824094818876,0.2791764877217841,13.2093840802,-2.480708292148315
21,33,1.28118896484375,3.580729166666667e-05,0.035807291666666664,9.280994149458758,0.2812422469532957,12.79577219750122,-9.77655247670522
22,34,1.338487148284912,3.689236111111111e-05,0.03689236111111111,9.020357777290304,0.26530464050853836,12.645383728933677,10.72928521571692
23,35,1.3947484493255615,3.7977430555555556e-05,0.03797743055555556,17.611915104460817,0.5031975744131661,13.0621654904958,17.780671005053055
24,35,1.4457058906555176,3.7977430555555556e-05,0.03797743055555556,9.326727565442464,0.26647793044121326,13.969529479538469,-5.575224497407987
25,35,1.499333143234253,3.7977430555555556e-05,0.03797743055555556,0.0,0.0,14.331182974018256,-13.921124236212108
26,35,1.5487334728240967,3.7977430555555556e-05,0.03797743055555556,0.0,0.0,13.964315182974373,-13.810367931529916
27,35,1.599844217300415,3.7977430555555556e-05,0.03797743055555556,0.0,0.0,14.260156361983519,-4.496586323826629
28,36,1.6553661823272705,3.90625e-05,0.0390625,9.377985466741196,0.26049959629836655,11.318714338542996,-8.310232199755474
29,40,1.7028417587280273,4.340277777777778e-05,0.043402777777777776,48.54484806818471,1.2136212017046177,13.150991653601443,18.729850218845705
30,40,1.7488336563110352,4.340277777777778e-05,0.043402777777777776,42.79563605939326,1.0698909014848315,13.446759476252723,-7.155995089264057
31,40,1.7913994789123535,4.340277777777778e-05,0.043402777777777776,0.0,0.0,13.4037283518241,11.352228784063245
32,40,1.835960865020752,4.340277777777778e-05,0.043402777777777776,0.0,0.0,13.523664896885048,3.752590526951077
33,40,1.882598876953125,4.340277777777778e-05,0.043402777777777776,0.0,0.0,12.092617449217412,-15.727323446490228
34,41,1.9252369403839111,4.4487847222222224e-05,0.044487847222222224,11.20120923698962,0.27320022529242977,12.304226129591775,6.683789343146744
35,40,1.9687976837158203,4.340277777777778e-05,0.043402777777777776,0.0,0.0,12.911945435458573,-7.043398139213198
36,40,2.0079963207244873,4.340277777777778e-05,0.043402777777777776,-12.083222420041599,-0.30208056050104,13.333771459164769,9.046906502619583
37,40,2.049388885498047,4.340277777777778e-05,0.043402777777777776,0.0,0.0,15.30823773505368,3.4588584779629485
38,40,2.0888285636901855,4.340277777777778e-05,0.043402777777777776,0.0,0.0,13.477338087687803,1.2271375847822157
39,40,2.1302661895751953,4.340277777777778e-05,0.043402777777777776,0.0,0.0,12.299088971848011,3.450336335841288
40,40,2.179811716079712,4.340277777777778e-05,0.043402777777777776,0.0,0.0,11.572396519654571,9.606626008493988
41,39,2.2197864055633545,4.2317708333333335e-05,0.042317708333333336,-11.170661162527464,-0.286427209295576,10.674288756040914,-0.5959675502364351
42,40,2.2588255405426025,4.340277777777778e-05,0.043402777777777776,0.0,0.0,12.348915359498458,2.0791215117828474
43,40,2.2976233959198,4.340277777777778e-05,0.043402777777777776,12.847362101497218,0.32118405253743043,10.649678728987931,1.8358965479639693
44,40,2.3445560932159424,4.340277777777778e-05,0.043402777777777776,0.0,0.0,10.208015032207859,-3.097082703449
45,40,2.397584915161133,4.340277777777778e-05,0.043402777777777776,0.0,0.0,13.173023133852073,-8.435194601581978
46,40,2.440260410308838,4.340277777777778e-05,0.043402777777777776,0.0,0.0,12.084688332497317,21.86708507766201
47,40,2.4791982173919678,4.340277777777778e-05,0.043402777777777776,0.0,0.0,10.769210473228723,-8.443875034697495
